count,season,year,workingday,weather,temp,humidity,windspeed
2294,Winter,two,0,Dry,8.42,0.6925,20.72055666526
1951,Winter,two,0,Dry,2.020838,0.381304,35.5463857637
2236,Winter,two,1,Dry,-6.1,0.44125,39.42876079838
2368,Winter,two,1,Rain,-8.905,0.414583,19.915421566
3272,Winter,two,1,Dry,1.544978,0.524167,14.01594966486
4098,Winter,two,1,Dry,6.055022,0.542083,18.10481106824
4521,Winter,two,0,Dry,9.959978,0.531667,18.84341766124
3425,Winter,two,0,Dry,6.275,0.465,20.65316555276
2376,Winter,two,1,Rain,-1.204978,0.701667,10.663969642
3598,Winter,two,1,Dry,4.373936,0.646522,20.22294069056
2177,Winter,two,1,Rain,2.095022,0.8475,14.14900667738
4097,Winter,two,1,Rain,9.245,0.802917,19.51290792926
3214,Winter,two,1,Dry,2.095022,0.5075,40.76979002424
2493,Winter,two,0,Dry,-4.12,0.4575,20.18315297774
2311,Winter,two,0,Dry,-4.999978,0.419167,27.09208983124
2298,Winter,two,0,Dry,-3.46,0.5225,24.94635680924
2935,Winter,two,1,Rain,8.6208379999999991,0.716087,37.6452145714
3376,Winter,two,1,Dry,4.019978,0.443333,44.79395595962
3292,Winter,two,1,Dry,-3.46,0.4975,23.73870807324
3163,Winter,two,1,Rain,-1.645,0.45,21.861676895
1301,Winter,two,0,Rain,-4.560022,0.83125,24.00654731076
1977,Winter,two,0,Rain,-5.275,0.79625,21.52612306764
2432,Winter,two,1,Rain,-1.590022,0.91125,11.93717645224
4339,Winter,two,1,Dry,6.605,0.835833,13.34527331326
4270,Winter,two,1,Dry,3.415022,0.64375,17.36760621038
4075,Winter,two,1,Rain,6.550022,0.769583,7.913959383724
3456,Winter,two,1,Rain,12.05,0.74125,36.94833655526
4023,Winter,two,0,Dry,4.844978,0.543333,22.73280137162
3243,Winter,two,0,Dry,2.645,0.31125,25.883578489
3624,Winter,two,1,Dry,1.765022,0.400833,23.26794071776
4509,Winter,two,1,Dry,9.74,0.416667,28.23062224226
4579,Winter,two,1,Dry,14.965022,0.507917,20.38629674726
3761,Winter,two,1,Rain,10.345022,0.672917,20.18358428086
4151,Winter,two,1,Dry,4.679978,0.526667,19.24647042688
2832,Winter,two,0,Rain,1.435022,0.779583,13.14353127888
2947,Winter,two,0,Rain,1.544978,0.687917,18.97690597688
3784,Winter,two,1,Dry,2.652194,0.622174,16.583604964
4375,Winter,two,1,Dry,7.375022,0.49625,15.89125563062
2802,Winter,two,1,Rain,0.940021999999999,0.722917,14.41857112738
3830,Winter,two,1,Dry,1.49,0.562083,20.92219087386
3831,Winter,two,1,Rain,2.534978,0.54,12.60796062962
2169,Winter,two,0,Snow,-1.204978,0.73125,31.24747974088
1529,Winter,two,0,Dry,-7.585,0.464583,44.12360308536
3422,Winter,two,1,Dry,-1.315,0.41125,18.03741995574
3922,Winter,two,1,Rain,5.065022,0.50875,15.22273579462
4169,Winter,two,1,Dry,6.989978,0.53125,19.581161648
3005,Winter,two,1,Rain,4.900022,0.752917,9.8579719365
4154,Winter,two,1,Dry,6.659978,0.634583,22.19550550988
4318,Winter,two,0,Dry,6.880022,0.534583,20.58706834962
2689,Winter,two,0,Rain,2.48,0.515833,27.29199882736
3129,Winter,two,0,Dry,2.48,0.507826,24.70105315974
3777,Winter,two,1,Dry,2.996516,0.594348,22.18159598426
4773,Winter,two,1,Dry,10.124978,0.567917,25.28201846238
5062,Winter,two,1,Dry,13.975022,0.554583,20.58534313714
3487,Winter,two,1,Rain,10.895,0.7375,25.61584707726
2732,Winter,two,0,Dry,3.194978,0.395833,45.46387753076
3389,Winter,two,0,Dry,2.425022,0.41,22.12897700362
4322,Winter,two,1,Dry,8.200022,0.490833,28.90086729074
4363,Winter,two,1,Dry,7.705022,0.395833,20.85533889026
1834,Winter,two,1,Rain,6.726968,0.804783,19.31343023626
4990,Winter,two,1,Dry,16.064978,0.615417,24.47505032486
3194,Winter,two,1,Rain,7.319978,0.657083,15.62438682512
4066,Winter,two,0,Rain,11.335022,0.62125,17.36846881662
3423,Winter,two,0,Dry,5.504978,0.403333,36.07537904038
3333,Winter,two,1,Dry,0.059978000000001,0.50625,24.67679235924
3956,Winter,two,1,Dry,1.049978,0.456667,21.6595035575
4916,Winter,two,1,Dry,10.675022,0.513333,37.28389038262
5382,Winter,two,1,Dry,18.815,0.5675,47.61187489414
4569,Winter,two,1,Rain,11.114978,0.407083,44.726133544
4118,Winter,two,0,Dry,2.975,0.350417,24.341669835
4911,Winter,two,0,Dry,7.874774,0.476957,24.00061689286
5298,Winter,two,1,Dry,14.800022,0.489167,22.39681624114
5847,Winter,two,1,Dry,21.29,0.6175,25.549318571
6312,Winter,two,1,Dry,21.785,0.507083,12.40664989836
6192,Winter,two,1,Dry,20.795,0.579583,16.16125138374
4378,Winter,two,1,Rain,12.764978,0.842083,12.20501568976
7836,Winter,two,0,Rain,17.935022,0.755833,11.93674514912
5892,Winter,two,0,Rain,15.185,0.81,13.681258443740001
6153,Winter,two,1,Dry,19.97,0.72875,17.50195713226
6093,Winter,two,1,Dry,21.014978,0.807917,13.07614016638
6230,Spring,two,1,Rain,19.090022,0.82125,9.656693552974
6871,Spring,two,1,Dry,20.575022,0.83125,12.67621434836
8362,Spring,two,1,Rain,23.710022,0.694167,12.540138214
3372,Spring,two,0,Rain,17.165,0.885417,20.78697734574
4996,Spring,two,0,Rain,12.875,0.880833,23.8052365795
5558,Spring,two,1,Dry,13.424978,0.477917,41.70927604538
5102,Spring,two,1,Dry,5.339978,0.29,20.18412340976
5698,Spring,two,1,Dry,15.955022,0.48125,31.44965307838
6133,Spring,two,1,Dry,16.615022,0.439167,34.466510577
5459,Spring,two,1,Rain,8.42,0.580833,14.88718196726
6235,Spring,two,0,Rain,11.995022,0.738333,27.02297350626
6041,Spring,two,0,Rain,12.104978,0.67625,18.57482364326
5936,Spring,two,1,Dry,12.638258,0.504348,33.65663114342
6772,Spring,two,1,Dry,14.800022,0.396667,10.79691882874
6436,Spring,two,1,Dry,19.750022,0.469583,19.5137705355
6457,Spring,two,1,Dry,12.71,0.374167,23.67088565762
6460,Spring,two,1,Dry,10.619978,0.377083,32.38957040264
6857,Spring,two,0,Dry,12.875,0.254167,29.63817997438
5169,Spring,two,0,Dry,17,0.275833,25.07984512488
5585,Spring,two,1,Dry,16.285022,0.3175,38.62276309288
5918,Spring,two,1,Dry,13.480022,0.435,26.8890538875
4862,Spring,two,1,Dry,7.013936,0.469565,31.83814936372
5409,Spring,two,1,Dry,10.235,0.46625,31.31573345962
6398,Spring,two,1,Dry,13.205,0.408333,16.76378184238
7460,Spring,two,0,Dry,16.67,0.502917,20.58577444026
7132,Spring,two,0,Dry,24.040022,0.507917,24.27471002562
6370,Spring,two,0,Dry,27.835022,0.561667,30.71190909162
6691,Spring,two,1,Dry,24.149978,0.390417,29.50426035562
4367,Spring,two,1,Rain,14.579978,0.569167,18.10524237136
6565,Spring,two,1,Dry,16.889978,0.6125,7.108867414776
7290,Spring,two,1,Dry,18.760022,0.694583,16.15995747438
6624,Spring,two,0,Dry,21.62,0.682917,30.57798947286
1027,Spring,two,0,Snow,10.180022,0.835417,37.15094119588
3214,Spring,two,1,Rain,5.230022,0.766667,32.72469292688
5633,Spring,two,1,Dry,11.279978,0.454167,26.88991649374
6196,Spring,two,1,Dry,15.460022,0.427917,12.80884005776
5026,Spring,two,1,Rain,16.889978,0.756667,19.0447283925
6233,Spring,two,1,Dry,14.195,0.400833,37.48379937874
4220,Spring,two,0,Rain,8.860022,0.489583,14.0146557555
6304,Spring,two,0,Dry,14.249978,0.587083,12.60569628824
5572,Spring,two,1,Rain,14.635022,0.57,18.50700122764
5740,Spring,two,1,Rain,24.479978,0.659583,16.83117295488
6169,Spring,two,1,Dry,21.235022,0.797083,14.88621153524
6421,Spring,two,1,Rain,20.96,0.768333,14.41587548288
6296,Spring,two,1,Dry,25.415,0.735417,17.56891694164
6883,Spring,two,0,Rain,25.030022,0.756667,16.49648173376
6359,Spring,two,0,Rain,21.125,0.74,16.16082008062
6273,Spring,two,1,Rain,19.475,0.664167,24.87767178738
5728,Spring,two,1,Rain,22.390022,0.685833,31.91955782762
4717,Spring,two,1,Rain,21.95,0.744167,23.33479270136
6572,Spring,two,1,Dry,17.384978,0.552083,33.86408794414
7030,Spring,two,1,Dry,19.199978,0.360417,25.54791683586
7429,Spring,two,0,Dry,21.235022,0.480417,13.27691176874
6118,Spring,two,0,Dry,24.425,0.57625,24.27341611626
2843,Spring,two,1,Rain,21.839978,0.789583,22.93368079976
5115,Spring,two,1,Rain,24.370022,0.794583,15.89265736576
7424,Spring,two,1,Dry,26.020022,0.697917,13.20995195936
7384,Spring,two,1,Dry,23.159978,0.52,24.7433208655
7639,Spring,two,1,Dry,21.235022,0.523333,14.75239974226
8294,Spring,two,0,Dry,23.6,0.45625,9.0546698755
7129,Spring,two,0,Dry,24.974978,0.530417,27.42732018126
4359,Spring,two,1,Rain,23.489978,0.81125,25.14540319912
6073,Spring,two,1,Rain,24.59,0.765833,12.74144894526
5260,Spring,two,1,Rain,25.030022,0.774583,10.99822956
6770,Spring,two,1,Dry,27.23,0.716667,18.64264605888
6734,Spring,two,1,Dry,28.88,0.747083,15.154913379
6536,Spring,two,0,Dry,29.705,0.7325,21.45646761376
6591,Spring,two,0,Dry,29.54,0.697083,23.20098090838
6043,Spring,two,0,Dry,31.025,0.67625,21.19003011138
5743,Spring,two,1,Dry,31.685,0.684583,31.851735412
6855,Spring,two,1,Rain,27.340022,0.67,14.48412920162
7338,Spring,two,1,Dry,28.88,0.492917,21.05611049262
4127,Spring,two,1,Rain,27.175022,0.755417,25.61541577414
8120,Spring,two,0,Dry,22.499978,0.549167,20.11619316836
7641,Spring,two,0,Dry,23.765,0.493333,19.84932436286
6998,Spring,two,1,Dry,23.435,0.487083,30.71234039474
7001,Spring,two,1,Rain,19.694978,0.613333,22.5975878435
7055,Spring,two,1,Dry,20.575022,0.61125,8.3160632825
7494,Spring,two,1,Dry,23.765,0.567083,16.966386483
7736,Spring,two,1,Dry,26.845022,0.467917,18.91080877374
7498,Spring,two,0,Dry,30.914978,0.437083,15.55785831886
6598,Spring,two,0,Dry,31.960022,0.538333,14.41857112738
6664,Spring,two,1,Rain,31.574978,0.587917,22.39681624114
4972,Spring,two,1,Rain,27.119978,0.833333,23.13358979588
7421,Spring,two,1,Dry,27.284978,0.582083,37.01432593262
7363,Spring,two,1,Dry,26.789978,0.569583,27.35895863674
7665,Spring,two,1,Dry,26.185022,0.589583,19.04386578626
7702,Spring,two,0,Dry,25.690022,0.504167,17.97099927526
6978,Spring,two,0,Dry,23.105,0.59875,15.62438682512
5099,Spring,two,1,Rain,21.509978,0.777917,18.84212375188
6825,Spring,two,1,Dry,29.429978,0.69,15.96004847826
6211,Spring,two,1,Dry,35.645,0.592083,12.27186767336
5905,Summer,two,1,Dry,37.184978,0.567917,12.80830092886
5823,Summer,two,1,Dry,35.315,0.57375,19.71508126676
7458,Summer,two,0,Dry,32.290022,0.534583,19.37855700738
6891,Summer,two,0,Dry,33.059978,0.479167,15.6913466345
6779,Summer,two,1,Dry,31.244978,0.504167,32.38903127374
7442,Summer,two,1,Dry,25.634978,0.373333,37.48476981076
7335,Summer,two,1,Dry,30.035,0.36,29.3043513595
6879,Summer,two,1,Dry,33.445022,0.4225,18.508295137
5463,Summer,two,1,Dry,39.055022,0.48875,17.83621705026
5687,Summer,two,0,Dry,34.49,0.60125,17.36760621038
5531,Summer,two,0,Dry,37.844978,0.51875,18.17177087762
6227,Summer,two,1,Dry,35.590022,0.447083,21.05481658326
6660,Summer,two,1,Dry,35.534978,0.492083,13.61160298986
7403,Summer,two,0,Dry,36.085022,0.53875,14.551089011
6241,Summer,two,1,Dry,38.615,0.457917,20.92132826762
6207,Summer,two,1,Dry,38.669978,0.450833,15.75787514076
4840,Summer,two,0,Dry,40.870022,0.492083,17.63533762212
4672,Summer,two,0,Dry,38.285,0.57375,13.54604491562
6569,Summer,two,1,Rain,30.914978,0.683333,19.5137705355
6290,Summer,two,1,Rain,31.574978,0.6675,16.36116037986
7264,Summer,two,1,Dry,31.300022,0.633333,16.36072907674
7446,Summer,two,1,Dry,31.244978,0.529583,15.8261288595
7499,Summer,two,1,Rain,32.290022,0.485833,8.717714313
6969,Summer,two,0,Rain,30.419978,0.699167,15.49230024462
6031,Summer,two,0,Dry,33.224978,0.717917,17.97099927526
6830,Summer,two,1,Dry,34.379978,0.645,17.70359134086
6786,Summer,two,1,Dry,38.009978,0.505833,12.33839617962
5713,Summer,two,1,Dry,36.359978,0.577083,14.81979085476
6591,Summer,two,1,Dry,34.82,0.600417,17.83751095962
5870,Summer,two,1,Rain,27.944978,0.844167,22.53202976926
4459,Summer,two,0,Snow,23.324978,0.865417,22.999238874
7410,Summer,two,0,Rain,28.055,0.7625,10.127083518224
6966,Summer,two,1,Dry,32.950022,0.694167,14.95360264774
7592,Summer,two,1,Dry,33.554978,0.655,22.80019248412
8173,Summer,two,1,Dry,31.795022,0.45,17.769688544
6861,Summer,two,1,Dry,35.260022,0.596667,30.71018387914
6904,Summer,two,1,Dry,35.590022,0.594583,16.49648173376
6685,Summer,two,0,Dry,33.884978,0.613333,16.966386483
6597,Summer,two,0,Dry,31.630022,0.62375,18.37308160888
7105,Summer,two,1,Dry,32.234978,0.66875,16.56387284626
7216,Summer,two,1,Dry,31.079978,0.704167,17.8370796565
7580,Summer,two,1,Dry,31.355,0.6775,15.22273579462
7261,Summer,two,1,Dry,33.665,0.659583,13.94769594612
7175,Summer,two,1,Rain,34.544978,0.6425,23.26794071776
6824,Summer,two,0,Dry,36.359978,0.613333,27.76060966724
5464,Summer,two,0,Dry,34.765022,0.6525,31.31487085338
7013,Summer,two,1,Rain,33.665,0.654167,13.94769594612
7273,Summer,two,1,Rain,32.564978,0.70375,12.60569628824
7534,Summer,two,1,Rain,33.5,0.672917,11.936313846
7286,Summer,two,1,Dry,33.884978,0.620417,16.831604258
5786,Summer,two,1,Rain,31.244978,0.715833,25.75019799914
6299,Summer,two,0,Rain,29.705,0.732917,22.26375922862
6544,Summer,two,0,Dry,30.254978,0.530417,13.20995195936
6883,Summer,two,1,Dry,31.574978,0.545417,14.68716514536
6784,Summer,two,1,Dry,31.960022,0.686667,18.23959329324
7347,Summer,two,1,Dry,30.640022,0.619583,18.30569049638
7605,Summer,two,1,Dry,31.465022,0.519167,15.28926430088
7148,Summer,two,1,Dry,31.739978,0.570833,24.94592550612
7865,Summer,two,0,Dry,28.769978,0.603333,19.17864801126
4549,Summer,two,0,Rain,25.964978,0.711667,9.321538681
6530,Summer,two,1,Rain,25.964978,0.734167,14.01508705862
7006,Summer,two,1,Dry,26.845022,0.67375,7.846568271224
7375,Summer,two,1,Dry,28.055,0.677083,7.578351643474
7765,Summer,two,1,Dry,29.924978,0.635833,9.121608119724
7582,Summer,two,1,Rain,30.365,0.615,7.779177158724
6053,Summer,two,0,Rain,27.670022,0.712917,26.35348323824
5255,Summer,two,0,Rain,27.119978,0.845833,24.67679235924
6917,Summer,two,1,Dry,30.419978,0.730417,13.88073613674
7040,Summer,two,1,Dry,32.069978,0.62,20.5866370465
7697,Summer,two,1,Dry,29.21,0.552083,12.13708544836
7713,Summer,two,1,Dry,30.640022,0.590417,8.315168328526
7350,Summer,two,1,Dry,34.435022,0.5875,18.17220218074
6140,Summer,two,0,Rain,33.719978,0.638333,12.20447656086
5810,Summer,two,0,Rain,29.980022,0.815,6.908483985224
6034,Summer,two,0,Dry,30.695,0.790833,16.29473969938
6864,Summer,two,1,Dry,31.904978,0.755,25.48149615538
7112,Summer,two,1,Dry,32.620022,0.74125,20.25054409024
6203,Summer,two,1,Rain,29.980022,0.810417,15.35665541338
7504,Summer,two,1,Dry,30.419978,0.73625,18.50786383388
5976,Summer,two,0,Rain,27.505022,0.799167,30.31025806112
8227,Summer,two,0,Dry,24.26,0.5475,24.20645630688
7525,Summer,two,1,Dry,22.499978,0.50375,27.89593102114
7767,Summer,two,1,Dry,22.115,0.52,9.925815917276
7870,Summer,two,1,Dry,23.545022,0.577083,14.21639778988
7804,Summer,two,1,Dry,24.425,0.637083,8.919434782224
8009,Summer,two,1,Dry,25.799978,0.6725,11.19910898814
8714,Summer,two,0,Dry,24.149978,0.501667,26.68914489138
7333,Summer,two,0,Dry,22.28,0.57,9.724084665474
6869,Summer,two,1,Rain,22.334978,0.734583,16.36169950876
4073,Summer,two,1,Rain,25.139978,0.8725,38.55709719286
7591,Summer,two,1,Dry,20.465,0.536667,23.2014122115
7720,Summer,two,1,Dry,20.080022,0.618333,12.74144894526
8167,Summer,two,1,Dry,23.545022,0.66875,16.629862223620002
8395,Summer,two,0,Dry,26.9,0.646667,30.57755816974
7907,Fall,two,0,Dry,18.925022,0.467083,24.07296799124
7436,Fall,two,1,Dry,17.935022,0.492917,15.35482237512
7538,Fall,two,1,Dry,20.3,0.57,25.48149615538
7733,Fall,two,1,Dry,25.91,0.630833,26.352620632
7393,Fall,two,1,Rain,26.9,0.690833,14.48553093676
7415,Fall,two,1,Rain,24.865022,0.69,17.70272873462
8555,Fall,two,0,Dry,19.805,0.542917,24.54157883112
6889,Fall,two,0,Dry,18.760022,0.583333,14.55195161724
6778,Fall,two,1,Rain,18.374978,0.649167,9.791033692276
4639,Fall,two,1,Snow,22.994978,0.871667,11.2650983655
7572,Fall,two,1,Rain,27.395,0.79375,7.175352790724
7328,Fall,two,1,Rain,27.395,0.722917,12.67448913588
8156,Fall,two,1,Dry,24.59,0.6275,11.467271703
7965,Fall,two,0,Dry,20.575022,0.664167,28.9000046845
3510,Fall,two,0,Rain,11.444978,0.708333,15.22090275636
5478,Fall,two,0,Rain,9.299978,0.709583,20.45228612462
6392,Fall,two,1,Rain,13.480022,0.761667,20.519245934
7691,Fall,two,1,Dry,17.935022,0.630833,20.25194582538
7570,Fall,two,1,Dry,12.71,0.463333,19.58073034488
7282,Fall,two,1,Dry,12.875,0.539167,25.34897827176
7109,Fall,two,0,Dry,9.959978,0.494583,15.75787514076
6639,Fall,two,0,Dry,18.430022,0.640417,30.04155621736
5875,Fall,two,1,Rain,21.070022,0.7075,31.92042043386
7534,Fall,two,1,Dry,14.909978,0.558333,19.64812145738
7461,Fall,two,1,Dry,14.084978,0.692917,10.93040714438
7509,Fall,two,1,Rain,18.485,0.728333,25.54791683586
5424,Fall,two,1,Rain,21.179978,0.815,14.55152031412
8090,Fall,two,0,Dry,15.955022,0.572917,12.67351870386
6824,Fall,two,0,Dry,14.635022,0.51,17.90490207212
7058,Fall,two,1,Dry,16.175,0.568333,8.786000379474
7466,Fall,two,1,Dry,19.915022,0.641667,10.194474630724
7693,Fall,two,1,Dry,22.775,0.63625,7.847474007776
7359,Fall,two,1,Rain,20.3,0.800417,13.4108313875
7444,Fall,two,1,Rain,20.024978,0.807083,14.28335759926
7852,Fall,two,0,Rain,18.98,0.72,25.41367373976
4459,Fall,two,0,Rain,15.515,0.694583,42.91552304624
22,Fall,two,1,Snow,13.04,0.88,38.623194396
1096,Fall,two,1,Rain,5.000012,0.825455,22.96786157202
5566,Fall,two,1,Rain,7.595,0.666667,17.97099927526
5986,Fall,two,1,Rain,8.144978,0.581667,16.96595517988
5847,Fall,two,1,Dry,7.43,0.522083,28.7005269915
5138,Fall,two,0,Rain,6.659978,0.49125,29.17000043762
5107,Fall,two,0,Dry,5.504978,0.532917,19.31245980424
5259,Fall,two,1,Dry,5.065022,0.494167,25.4819274585
5686,Fall,two,1,Dry,2.534978,0.567083,18.70917456514
5035,Fall,two,1,Rain,3.524978,0.5475,32.79068230424
5315,Fall,two,1,Dry,7.243484,0.333478,37.5055801863
5992,Fall,two,1,Dry,7.870022,0.540833,23.13488370524
6536,Fall,two,0,Dry,9.685022,0.645417,6.237268504724
6852,Fall,two,0,Dry,11.774978,0.659167,13.74778695
6269,Fall,two,0,Dry,16.01,0.741667,18.70960586826
4094,Fall,two,1,Rain,6.659978,0.662917,36.88137674588
5495,Fall,two,1,Dry,3.085022,0.552083,21.5247213325
5445,Fall,two,1,Rain,5.230022,0.620417,16.49594260486
5698,Fall,two,1,Dry,6.77,0.524583,18.4409040245
5629,Fall,two,0,Dry,5.45,0.545417,19.37941961362
4669,Fall,two,0,Dry,6.605,0.692917,24.54244143736
5499,Fall,two,1,Rain,9.134978,0.623333,25.34628262726
5634,Fall,two,1,Rain,8.695022,0.685,8.9198876505
5146,Fall,two,1,Dry,7.319978,0.61375,11.13258048188
2425,Fall,two,0,Dry,6.44,0.580417,5.700835249224
3910,Fall,two,1,Dry,8.309978,0.56875,15.96047978138
2277,Fall,two,0,Dry,2.369978,0.404583,40.63640953438
2424,Fall,two,0,Dry,0.224978,0.468333,16.22777989
5087,Fall,two,1,Dry,4.679978,0.535417,5.030072637
3959,Fall,two,1,Rain,3.250022,0.786667,25.61530794836
5260,Fall,two,1,Dry,3.580022,0.50625,22.73193876538
5323,Fall,two,1,Dry,2.53742,0.555652,12.45624975716
5668,Fall,two,1,Dry,3.689978,0.649583,6.304659617224
5191,Fall,two,0,Rain,3.689978,0.806667,6.437651934276
4649,Fall,two,0,Rain,6.935,0.823333,13.41126269062
6234,Fall,two,1,Dry,13.865,0.7675,8.919434782224
6606,Fall,two,1,Dry,15.404978,0.73375,18.77559524562
5729,Fall,two,1,Dry,12.929978,0.485,34.93781706138
5375,Fall,two,1,Dry,0.884977999999997,0.50875,18.84298635812
5008,Fall,two,1,Rain,5.174978,0.764167,14.082046868
5582,Fall,two,0,Rain,9.190022,0.91125,10.93126975062
3228,Fall,two,0,Rain,9.355022,0.905417,17.0337775955
5170,Fall,two,1,Rain,12.764978,0.925,20.52010854024
5501,Fall,two,1,Rain,7.319978,0.596667,31.92042043386
5319,Fall,two,1,Rain,3.635,0.538333,17.56880911586
5532,Fall,two,1,Dry,3.524978,0.485833,18.77559524562
5611,Fall,two,1,Dry,2.590022,0.642917,14.14986928362
5047,Fall,two,0,Dry,5.395022,0.650417,11.467271703
3786,Fall,two,0,Rain,7.925,0.83875,10.86258472876
4585,Fall,two,1,Rain,9.959978,0.907083,10.594777838974
5557,Fall,two,1,Dry,11.114978,0.66625,23.87305899512
5267,Fall,two,1,Dry,5.945,0.625417,19.84986349176
4128,Fall,two,1,Rain,5.78,0.667917,14.28292629614
3623,Winter,two,1,Rain,5.560022,0.556667,40.36813899374
1749,Winter,two,0,Dry,1.544978,0.44125,43.92240017988
1787,Winter,two,0,Dry,0.224978,0.515417,14.34977827974
920,Winter,two,1,Rain,-0.733936,0.791304,8.327428119712
1013,Winter,two,0,Rain,3.226064,0.734783,18.19301255628
441,Winter,two,1,Snow,0.059978000000001,0.823333,34.13181935588
2114,Winter,two,1,Rain,0.775022,0.652917,37.75336382874
3095,Winter,two,1,Rain,0.719977999999998,0.59,16.76378184238
1341,Winter,two,0,Rain,0.719977999999998,0.752917,13.41169399374
1796,Winter,two,0,Dry,0.884977999999997,0.483333,37.82032363812
2729,Winter,two,1,Rain,-1.755022,0.5775,16.69639072988
